Calories (kcal),Distance (m),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Move Minutes count,Inactive duration (ms),Walking duration (ms),Day
2175.832552667017,4799.139779806137,0.7279669049702395,9.34000015258789,0.2510583996772766,9627,113.0,77231117,7633443.0,Saturday
1824.600335388006,387.4608102440834,1.0070870205484337,1.5974544286727903,0.30968600511550903,1226,16.0,83288275,1278677.0,Sunday
1831.4777755329935,522.2366562485695,0.7722272133188975,16.329999923706055,0.280943363904953,2189,28.0,79925317,1421313.0,Monday
1950.6920038256533,636.2411653995514,0.5199274118653876,1.2699999809265137,0.2515610754489899,2480,55.0,81147220,1923493.0,Tuesday
2128.2452577010017,3709.155980225356,0.6068394902275488,6.289999961853027,0.2416189014911652,7109,86.0,73460891,6626630.0,Wednesday
2208.7497875150552,4074.1515672247115,0.6660978344878746,11.369999885559082,0.2687349021434784,8673,110.0,66071917,8346486.0,Thursday
1944.7366668751208,1922.2337902784348,0.4215357952132612,1.1954712867736816,0.3055056631565094,4455,53.0,80646444,3700627.0,Friday
1875.6014072279972,1927.4823582768438,0.7092711955747731,1.2608102560043335,0.29800811409950256,3511,39.0,84223066,2176934.0,Saturday
2225.240342792958,3688.8354462414695,1.0361906749432608,15.720000267028807,0.2510583996772766,7622,111.0,68867579,9047175.0,Sunday
2030.3634462957868,1327.6411376565982,1.1950594564584367,13.880000114440918,0.27910715341567993,3445,45.0,71517477,5119715.0,Monday
1949.5444692260253,1512.5238265395167,0.7634934983824282,3.359999895095825,0.2719799280166626,4158,55.0,78751797,3521034.0,Tuesday
2061.8376088900245,3050.233687222004,0.7858199004374181,1.3568758964538574,0.30694055557250977,6856,81.0,76176418,5457024.0,Wednesday
1921.6442068261715,918.0534933805466,1.0752410528278216,7.960000038146973,0.2344139665365219,3034,43.0,76218110,3095366.0,Thursday
1986.95183466073,1883.6773400306704,1.2590504832182208,4.179999828338623,0.2702103555202484,5453,75.0,79395292,4390035.0,Friday
1918.089494006604,1611.1490457654002,0.8994497904741532,10.40999984741211,0.2719799280166626,3483,47.0,79420680,2925258.0,Saturday
1998.3915696020165,1485.3083999752996,0.4715393776909347,15.859999656677244,0.24985650181770325,3419,54.0,81043069,4356302.0,Sunday
1781.4068441509728,681.3270644150681,1.2799262705550591,9.359999656677246,0.2918054163455963,2667,37.0,69343399,2482327.0,Monday
2145.1199880145136,3115.7910411752755,0.6650483443059346,1.355372667312622,0.23782433569431305,6835,97.0,73834283,7150938.0,Tuesday
1891.2994136293387,1149.5385329723358,0.4846962392046044,6.1599998474121085,0.2347691059112549,3640,49.0,75114287,3093297.0,Wednesday
1909.1786587715715,1084.6959505677223,0.4308480737440639,2.609999895095825,0.2615191638469696,3323,49.0,74984634,3003000.0,Thursday
2018.651216190963,2058.7364822030067,0.5536777730793421,1.378765344619751,0.30746543407440186,5083,71.0,77599298,4696405.0,Friday
2061.8311955938343,3860.913034319877,0.8017915692688083,1.5099999904632568,0.2835327088832855,7762,84.0,79827663,5750446.0,Saturday
1937.358814487896,1191.7669367790222,0.4892614354172045,1.3153899908065796,0.30387604236602783,2911,48.0,81846977,3589026.0,Sunday
2014.4067885041995,1819.254441022873,0.9773909150706326,10.390000343322754,0.2615191638469696,4734,72.0,77435872,4904239.0,Monday
2023.1194012168667,2076.1516375541687,0.5492577956834684,1.433218240737915,0.2566690444946289,5191,83.0,78832608,4145069.0,Tuesday
2026.9430185871795,2918.572853147984,0.8003414326025984,15.34000015258789,0.2615191638469696,6181,78.0,76314036,5024601.0,Wednesday
1994.340628605921,2142.920142829418,0.7841046642717193,11.649999618530273,0.2510583996772766,4646,67.0,73614588,4558315.0,Thursday
1912.8495699668772,865.7334532141685,0.8471488616000336,13.65999984741211,0.24989253282547,2528,38.0,80614161,2832970.0,Friday
2339.1381346037588,5838.4417905807495,0.5852020160867566,1.8743665218353271,0.2406712770462036,12294,164.0,68312779,9804820.0,Saturday
1785.6452185972698,283.2163853645325,1.0847472014317203,1.6299999952316284,0.282440721988678,790,9.0,83770002,636177.0,Sunday
1969.8834010692144,1915.9073447585104,0.8482089878688625,10.800000190734863,0.2552032470703125,4622,67.0,74615580,4344749.0,Monday
1951.644733403602,1380.6926951408386,1.0956675156374334,14.529999732971193,0.2510583996772766,4851,68.0,67012975,5019131.0,Tuesday
2005.563396689453,1432.1596450805664,1.3668426493039514,4.829999923706055,0.2615191638469696,3990,64.0,75396015,4465893.0,Wednesday
2127.29927717073,6263.408760249616,1.7277556995332517,28.13999938964844,0.2719799280166626,11312,155.0,54360786,10311294.0,Thursday
1896.5051961410445,1753.5130825042725,0.5213022534072085,1.5579009056091309,0.2887316048145294,3758,48.0,82738164,2695661.0,Friday
1887.1098498765439,949.866196155548,0.6477625679231368,1.2455610036849976,0.31382298469543457,2606,31.0,83553940,2502372.0,Saturday
1940.710611112127,1351.6407274007795,0.5019934242040082,17.790000915527344,0.2615191638469696,3907,48.0,77628737,3471301.0,Sunday
2452.1382028986677,1559.8411722183228,3.2822977852691935,23.57999992370605,0.2763607203960419,4824,206.0,61652348,3714334.0,Monday
1835.0771597813198,1631.072012424469,0.8312092313753022,11.039999961853027,0.2510583996772766,5612,89.0,67938270,3600487.0,Tuesday
2180.175427489451,4960.561206638813,0.8291529617638308,16.219999313354492,0.2510583996772766,10033,123.0,71220814,7879362.0,Wednesday
2177.6923938308223,2941.294212579727,0.5776415523917506,1.766201734542847,0.28004518151283264,7361,136.0,73002783,6261049.0,Thursday
1872.25358269232,1341.096005320549,0.824831341305739,8.170000076293945,0.24367162585258484,3581,54.0,80227547,2549963.0,Friday
1998.976208575278,3511.3545349836354,0.7886386661924091,1.690000057220459,0.3026458919048309,6665,71.0,81267040,4555952.0,Saturday
2031.75171564892,1608.7234641909602,0.7442017863817185,1.441638708114624,0.28642672300338745,4278,58.0,76888198,4927137.0,Sunday
1953.0729330436413,1668.4991200566294,0.8134338707041661,6.46999979019165,0.2510583996772766,5767,84.0,74127759,3960539.0,Monday
1907.607425378004,1365.3024092912676,0.7259141541268586,11.84000015258789,0.2805977165699005,4040,54.0,76308393,3159501.0,Tuesday
2102.2774080673253,3011.4815399050713,0.9485953973572232,11.739999771118164,0.2510583996772766,7437,103.0,75583121,5573813.0,Wednesday
2020.598293243519,1883.874020218849,0.591681202828084,2.450000047683716,0.26722994446754456,5145,78.0,77433292,4866030.0,Thursday
2093.414704770129,3017.898633480072,0.6226721346865179,1.2907302379608154,0.2726443409919739,7168,97.0,77306769,5200644.0,Friday
2017.936619988124,4885.244277000427,1.0493461973729323,2.200000047683716,0.3075980544090271,7773,83.0,81608960,4712035.0,Saturday
2205.298527778969,5534.2447816729555,0.6827994481508415,1.8114984035491943,0.2594341039657593,11018,128.0,73980949,8012354.0,Sunday
1814.0267956374216,599.6151208877562,0.38751086204040025,1.441397190093994,0.2740660309791565,2322,28.0,82876499,1490659.0,Monday
2218.3604401761945,2944.7701023817067,0.7377998112222152,11.43000030517578,0.23798535764217374,7551,125.0,70391261,7851121.0,Tuesday
2081.290457486228,3169.625834941864,0.6269023131251082,6.880000114440918,0.2615191638469696,7141,96.0,72289141,5723706.0,Wednesday
1996.8957564403133,1271.2761543260933,0.4900932049314874,4.260000228881837,0.2615191638469696,4111,74.0,76371317,3508381.0,Thursday
1804.6483287158514,439.79598797689664,0.3327903192745417,1.398241400718689,0.31262168288230896,2029,30.0,84349029,968709.0,Friday
1968.241996343057,4655.061535894872,0.767951914715991,3.119999885559082,0.3082762062549591,8113,89.0,80631072,4225181.0,Saturday
1831.4521338265304,1011.8164106607436,3.2095182780943086,10.420000076293944,0.2583346664905548,3195,42.0,80050643,1642932.0,Sunday
1855.0181184693392,863.0895455479622,0.5801294304527576,14.93000030517578,0.27031299471855164,4417,73.0,78951559,2238510.0,Monday
1921.3730776920981,2284.9255123138432,0.6325754107289273,2.1199998855590816,0.24945005774497986,5368,60.0,79287902,3450403.0,Tuesday
1978.0281443653928,3897.970003426075,0.975083940438082,2.1411311626434326,0.25466054677963257,8182,96.0,75471871,4276191.0,Wednesday
1863.4327626386373,1038.3257228136065,0.9479592838283448,15.3100004196167,0.2713106274604797,3666,58.0,75782171,2156545.0,Thursday
2010.7826434507128,4375.018533766271,0.9675889463303884,2.133800983428955,0.2500849068164825,9498,122.0,76505520,4890517.0,Friday
1932.4698714054584,3630.014505445957,1.0313338403846024,2.940000057220459,0.3665958344936371,6562,68.0,80290435,3284274.0,Saturday
2041.5342975674027,5632.7760179042825,0.7425424515484608,2.220000028610229,0.2324574440717697,11483,136.0,77192055,6180351.0,Sunday
2005.2342795976847,3228.0090561509132,0.9861480468893281,13.859999656677244,0.26410818099975586,7171,98.0,74835027,4750499.0,Monday
1954.504051038307,2273.380682170391,0.8227902603936528,2.0199999809265137,0.2510583996772766,5561,86.0,71895558,4121803.0,Tuesday
1926.8912001581928,2711.9927567243576,1.2241916044744383,13.010000228881836,0.30160123109817505,6573,81.0,74784610,3658798.0,Wednesday
1893.3575716346481,2928.162045776844,0.7735230973054864,9.15999984741211,0.25535547733306885,7062,84.0,76064906,3347651.0,Thursday
2073.335926210837,3995.176486372948,0.9553605220568352,6.539999961853027,0.2510583996772766,8535,119.0,65557409,6081516.0,Friday
1926.452310442416,3026.679416000843,0.7544960295196346,1.9037766456604004,0.26166290044784546,8500,115.0,77804484,3492799.0,Saturday
1975.9943265244924,4317.226495862007,0.8267661197899085,1.9590818881988523,0.3063632249832153,8265,100.0,77623586,4660616.0,Sunday
1890.3700944578754,2817.636983156204,3.4345011287170517,9.890000343322754,0.2615191638469696,6105,69.0,79420933,3022168.0,Monday
1809.4144586413165,534.9527516365051,1.2998549943995796,16.420000076293945,0.2510583996772766,2297,30.0,74890375,1425180.0,Tuesday
1945.52593278686,3413.5171636343,0.9541421338115358,14.869999885559082,0.2719799280166626,8942,105.0,74246332,4034485.0,Wednesday
2066.7725856369407,5492.849887251854,0.8640126909828809,11.279999732971193,0.2966886758804321,11178,130.0,74134525,6098956.0,Thursday
1835.1518783043384,1020.7841933965684,0.7594877578128277,14.399999618530273,0.2494964897632599,3490,46.0,76189346,1883371.0,Friday
1730.1202602767562,422.6297277212143,0.6184637387660088,1.564698338508606,0.31042516231536865,1868,24.0,76536993,934600.0,Saturday
1886.6830585894738,2931.2929592728606,0.7512725347486884,12.15999984741211,0.2746296226978302,7191,98.0,69696016,3802960.0,Sunday
1829.2372546542802,1927.464788556099,1.0316681067840143,12.84000015258789,0.2488434463739395,7918,111.0,63677040,3555384.0,Monday
1852.6428919037023,2238.292170882225,0.7728119266733465,1.9202113151550293,0.2835471332073212,5803,70.0,77673193,2604992.0,Tuesday
1882.6368534295602,1536.5290310978892,0.5834520718463827,14.710000038146973,0.3033622205257416,6101,88.0,75348747,2890607.0,Wednesday
1862.4089430354031,1096.7727385163307,0.6572700902636067,1.5600496530532837,0.30122804641723633,5294,78.0,77878585,2280936.0,Thursday
1917.5389363206314,1926.9908760190008,0.5883091956525696,1.7799999713897705,0.23669274151325226,6315,95.0,75906716,3496462.0,Friday
1887.9106483825747,2148.0522166490555,0.7758982924274717,2.200000047683716,0.2719799280166626,4394,52.0,81417672,2531291.0,Saturday
1826.2164259792262,1198.6902640461924,0.8862471925442681,1.5422095060348509,0.30535632371902466,3955,49.0,84460376,1299488.0,Sunday
1838.9030792674341,905.1112350004704,0.7598509794579538,15.520000457763672,0.29817622900009155,3991,49.0,77315111,1842425.0,Monday
1810.2998550196985,627.0518274527993,0.5790580072886935,1.857390284538269,0.3005145192146301,3825,50.0,78005980,1527986.0,Tuesday
1859.00027563731,940.3488156795503,0.7206019774391491,7.329999923706055,0.2855530083179474,3796,57.0,79507640,2082846.0,Wednesday
1836.4487271487585,1634.6472138762476,0.7265783356296434,1.6216826438903809,0.2615191638469696,5233,66.0,76776098,2091291.0,Thursday
1759.6011997964868,131.62378787994385,1.7484863811756524,10.170000076293944,0.3122854232788086,1440,17.0,82911740,289207.0,Friday
1831.1302955948397,1286.7651546001434,0.7321606730268562,1.5578665733337402,0.3568131029605865,3067,37.0,84096902,1632448.0,Saturday
1857.8888720536252,2482.081450462341,0.9001157601719816,2.1099998950958248,0.3046852052211761,4974,46.0,81635433,2199059.0,Sunday
1891.0329330822865,1979.4485176801682,1.353997207343177,10.079999923706056,0.25289615988731384,5332,66.0,70430340,3086486.0,Monday
1768.5628601454605,475.5232031345368,0.5273449225116651,1.2569540739059448,0.3098644912242889,2365,34.0,77133699,1117256.0,Tuesday
1798.5413294494824,525.1571584939957,1.1560832626838933,14.5600004196167,0.2501823902130127,3508,48.0,80443988,1075815.0,Wednesday
1849.3459820990875,1104.0265041589737,0.6585646313292521,1.811147928237915,0.26700302958488464,4809,63.0,77020823,2044055.0,Thursday
1957.0937510275965,3276.2195994257927,0.6387151802538173,1.8414046764373782,0.246600404381752,7786,98.0,78480199,3995620.0,Friday
